id,channel,message,created_at,is_valid_trade,parameters,processed_at,failed_at,exception
746,Meta Trader 4 Signals (Free),"GOLD BUY NOW

@ 2739.25 - 2735.25

SL : 2731.25

TP1 : 2741.25
TP2 : 2743.25",2024-10-24 17:08:52,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2739.25, 2735.25], ""stopLoss"": 2731.25, ""takeProfit"": [2741.25, 2743.25]}",,2024-10-24 17:08:56,
747,Meta Trader 4 Signals (Free),,2024-10-24 17:08:56,0,,,,Expecting value: line 1 column 1 (char 0)
748,CryptoMau BTC Scalp Signals,"OKX Futures
#WIF/USDT Entered entry zone ✅
Period: 5 Minutes ⏰",2024-10-24 17:15:30,0,,,2024-10-24 17:15:35,Expecting value: line 1 column 1 (char 0)
749,CryptoMau BTC Scalp Signals,"OKX Futures
#WIF/USDT Take-Profit target 1 ✅
Profit: 25.0227% 📈
Period: 20 Minutes ⏰",2024-10-24 17:20:22,0,,,2024-10-24 17:20:26,Expecting value: line 1 column 1 (char 0)
750,👑US30 KINGDOM👑,🇺🇸NEW YORK SESSION BEGIN IN 4 MINUTES 🔥🔥,2024-10-24 17:26:04,0,,,2024-10-24 17:26:09,Expecting value: line 1 column 1 (char 0)
751,👑US30 KINGDOM👑,🇺🇸NEW YORK SESSION BEGIN IN 4 MINUTES 🔥🔥,2024-10-24 17:26:11,0,,,2024-10-24 17:26:14,Expecting value: line 1 column 1 (char 0)
752,Meta Trader 4 Signals (Free),"Cheers to Gold making it rain 25 pips! ☄️

Cash in some profits or fortify that entry with a rock-solid breakeven move. 🌟",2024-10-24 17:26:32,0,,,,Expecting value: line 1 column 1 (char 0)
753,Meta Trader 4 Signals (Free),,2024-10-24 17:26:34,0,,,,Expecting value: line 1 column 1 (char 0)
754,Meta Trader 4 Signals (Free),"Cheers to Gold making it rain 25 pips! ☄️

Cash in some profits or fortify that entry with a rock-solid breakeven move. 🌟",2024-10-24 17:26:47,0,,,,Expecting value: line 1 column 1 (char 0)
755,Meta Trader 4 Signals (Free),,2024-10-24 17:26:49,0,,,,Expecting value: line 1 column 1 (char 0)
756,Meta Trader 4 Signals (Free),,2024-10-24 17:29:11,0,,,,Expecting value: line 1 column 1 (char 0)
757,Meta Trader 4 Signals (Free),"XAU/USD SELL: 2742  - 2745

TP1: 2739
TP2: 2736

SL: 2748",2024-10-24 17:29:14,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": [2742, 2745], ""stopLoss"": 2748, ""takeProfit"": [2739, 2736]}",,2024-10-24 17:29:17,
758,Meta Trader 4 Signals (Free),,2024-10-24 17:29:53,0,,,2024-10-24 17:29:56,Expecting value: line 1 column 1 (char 0)
759,Meta Trader 4 Signals (Free),"XAU/USD SELL: 2742  - 2745

TP1: 2739
TP2: 2736

SL: 2748",2024-10-24 17:29:56,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2742, 2745], ""stopLoss"": 2748, ""takeProfit"": [2739, 2736]}",,2024-10-24 17:29:59,
760,CryptoMau BTC Scalp Signals,"OKX Futures
#WIF/USDT Take-Profit target 1 ✅
Profit: 25.0227% 📈
Period: 20 Minutes ⏰",2024-10-24 17:30:31,0,,,,Expecting value: line 1 column 1 (char 0)
761,Meta Trader 4 Signals (Free),"SETUP NOW ACTIVE!

🏆 GOLD running +20Pips!

Make sure to collect some profits now and set BreakEven to go 0 risk.",2024-10-24 17:37:53,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 17:37:58,
762,Meta Trader 4 Signals (Free),"SETUP NOW ACTIVE!

🏆 GOLD running +20Pips!

Make sure to collect some profits now and set BreakEven to go 0 risk.",2024-10-24 17:38:11,0,,,,Expecting value: line 1 column 1 (char 0)
763,ICT IS SMC TRADING STRATEGY,https://www.tradingview.com/x/YIvVucT4/,2024-10-24 17:39:53,0,,,2024-10-24 17:39:56,Expecting value: line 1 column 1 (char 0)
764,ICT IS SMC TRADING STRATEGY,https://www.tradingview.com/x/YIvVucT4/,2024-10-24 17:40:11,0,,,2024-10-24 17:40:15,Expecting value: line 1 column 1 (char 0)
765,👑US30 KINGDOM👑,"Warning ⚠️ ⚠️ 

HIGH IMPACT NEWS IN 3 MINUTES

US DOLLAR ✅✅",2024-10-24 17:41:47,0,,,2024-10-24 17:41:50,Expecting value: line 1 column 1 (char 0)
766,👑US30 KINGDOM👑,"Warning ⚠️ ⚠️ 

HIGH IMPACT NEWS IN 3 MINUTES

US DOLLAR ✅✅",2024-10-24 17:41:53,0,,,,Expecting value: line 1 column 1 (char 0)
767,Meta Trader 4 Signals (Free),"GOLD running +33pips!

Make sure to collect some profits now and set BreakEven to go 0 risk.",2024-10-24 17:42:11,1,"{""symbol"": ""XAUUSD"", ""signal"": ""+33pips"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 17:42:14,
768,Meta Trader 4 Signals (Free),"GOLD running +33pips!

Make sure to collect some profits now and set BreakEven to go 0 risk.",2024-10-24 17:42:53,1,"{""symbol"": ""XAUUSD"", ""signal"": ""+33pips"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
769,👑US30 KINGDOM👑,Close the first position and keep the second one for have small sl or bring sl to break even point ✅,2024-10-24 17:42:56,0,,,2024-10-24 17:42:59,Expecting value: line 1 column 1 (char 0)
770,👑US30 KINGDOM👑,Close the first position and keep the second one for have small sl or bring sl to break even point ✅,2024-10-24 17:43:11,1,"{""symbol"": null, ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
771,👑US30 KINGDOM👑,News positive for us dollar,2024-10-24 17:46:11,0,,,2024-10-24 17:46:14,Expecting value: line 1 column 1 (char 0)
772,👑US30 KINGDOM👑,News positive for us dollar,2024-10-24 17:46:53,0,,,2024-10-24 17:46:55,Expecting value: line 1 column 1 (char 0)
773,👑US30 KINGDOM👑,"USA - 🇺🇸 Manufacturing PMI

 Previous: 47.3
 Estimate: 47.5
 Current: 47.8

 Result: Positive for the US Dollar",2024-10-24 17:46:55,0,,,2024-10-24 17:46:58,Expecting value: line 1 column 1 (char 0)
774,👑US30 KINGDOM👑,"USA - 🇺🇸 Manufacturing PMI

 Previous: 47.3
 Estimate: 47.5
 Current: 47.8

 Result: Positive for the US Dollar",2024-10-24 17:47:11,0,,,,Expecting value: line 1 column 1 (char 0)
775,👑US30 KINGDOM👑,TP1 ✅60🔥 PIPS ✅✅ XAUUSD ✅sell👌✅,2024-10-24 17:47:28,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 17:47:31,
776,👑US30 KINGDOM👑,TP1 ✅60🔥 PIPS ✅✅ XAUUSD ✅sell👌✅,2024-10-24 17:47:53,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 17:47:56,
777,👑US30 KINGDOM👑,Take half profit we still in uptrend don't forget ❤️,2024-10-24 17:48:11,0,,,2024-10-24 17:48:14,Expecting value: line 1 column 1 (char 0)
778,👑US30 KINGDOM👑,Take half profit we still in uptrend don't forget ❤️,2024-10-24 17:48:53,0,,,2024-10-24 17:48:56,Expecting value: line 1 column 1 (char 0)
779,Meta Trader 4 Signals (Free),"TRUST! TP1 SMASHED!

🏆 GOLD running +54Pips!

Make sure to collect some profits now and set BreakEven to go 0 risk!",2024-10-24 17:51:57,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
780,👑US30 KINGDOM👑,TP2 ✅90🔥 PIPS ✅✅ XAUUSD ✅sell👌✅,2024-10-24 17:52:11,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
781,Meta Trader 4 Signals (Free),"TRUST! TP1 SMASHED!

🏆 GOLD running +54Pips!

Make sure to collect some profits now and set BreakEven to go 0 risk!",2024-10-24 17:52:53,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 17:52:56,
782,👑US30 KINGDOM👑,TP2 ✅90🔥 PIPS ✅✅ XAUUSD ✅sell👌✅,2024-10-24 17:52:56,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 17:52:59,
783,ICT OFFICIAL ACADEMY,70+pips close,2024-10-24 17:53:03,0,,,2024-10-24 17:53:06,Expecting value: line 1 column 1 (char 0)
784,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/cpIriclV/
GBPNZD BUY 2.15128
SL 2.14730
TP 2.16400",2024-10-24 17:53:06,1,"{""symbol"": ""GBPNZD"", ""signal"": ""buy"", ""price"": 2.15128, ""stopLoss"": 2.1473, ""takeProfit"": 2.164}",,2024-10-24 17:53:09,
785,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/cpIriclV/
GBPNZD BUY 2.15128
SL 2.14730
TP 2.16400",2024-10-24 17:53:43,1,"{""symbol"": ""GBPNZD"", ""signal"": ""buy"", ""price"": ""2.15128"", ""stopLoss"": ""2.14730"", ""takeProfit"": ""2.16400""}",,2024-10-24 17:53:46,
786,ICT OFFICIAL ACADEMY,70+pips close,2024-10-24 17:53:46,1,"{""symbol"": ""GOLD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 17:53:50,
787,👑US30 KINGDOM👑,"✅120🔥 PIPS ✅✅ XAUUSD ✅sell👌✅

 done ❤️✅",2024-10-24 17:53:50,0,,,2024-10-24 17:53:53,Expecting value: line 1 column 1 (char 0)
788,👑US30 KINGDOM👑,"✅120🔥 PIPS ✅✅ XAUUSD ✅sell👌✅

 done ❤️✅",2024-10-24 17:53:53,0,,,2024-10-24 17:53:56,Expecting value: line 1 column 1 (char 0)
789,Forex US,"+80pips Close 50% and for runner move Sl Be
This was a gift for my birthday Enjoy 🥂",2024-10-24 17:54:53,0,,,2024-10-24 17:54:56,Expecting value: line 1 column 1 (char 0)
790,Meta Trader 4 Signals (Free),"NEWS WIN! 💥

🏆 GOLD running +85Pips!

Make sure to collect some profits now, leave 1-2 layers with BreakEven if you want to Swing 🏌🏻‍♂️",2024-10-24 17:54:56,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 17:54:59,
791,👑US30 KINGDOM👑,"We done for today Killing it again ❤️✅

Enjoy with it❤️",2024-10-24 17:54:59,0,,,,Expecting value: line 1 column 1 (char 0)
792,Forex US,"+80pips Close 50% and for runner move Sl Be
This was a gift for my birthday Enjoy 🥂",2024-10-24 17:55:11,0,,,2024-10-24 17:55:15,Expecting value: line 1 column 1 (char 0)
793,Meta Trader 4 Signals (Free),"NEWS WIN! 💥

🏆 GOLD running +85Pips!

Make sure to collect some profits now, leave 1-2 layers with BreakEven if you want to Swing 🏌🏻‍♂️",2024-10-24 17:55:15,0,,,2024-10-24 17:55:18,Expecting value: line 1 column 1 (char 0)
794,👑US30 KINGDOM👑,"We done for today Killing it again ❤️✅

Enjoy with it❤️",2024-10-24 17:55:18,0,,,2024-10-24 17:55:21,Expecting value: line 1 column 1 (char 0)
795,Forex Signal Factory (free),No feedback no signal,2024-10-24 17:55:23,0,,,,Expecting value: line 1 column 1 (char 0)
796,Forex Signal Factory (free),No feedback no signal,2024-10-24 17:55:53,0,,,2024-10-24 17:55:56,Expecting value: line 1 column 1 (char 0)
797,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-24 17:56:47,0,,,,Expecting value: line 1 column 1 (char 0)
798,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-24 17:56:50,0,,,2024-10-24 17:56:53,Expecting value: line 1 column 1 (char 0)
799,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,🔥💪,2024-10-24 17:56:54,0,,,,Expecting value: line 1 column 1 (char 0)
800,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,🔥💪,2024-10-24 17:56:53,0,,,2024-10-24 17:56:56,Expecting value: line 1 column 1 (char 0)
801,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-24 17:56:56,0,,,,Expecting value: line 1 column 1 (char 0)
802,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-24 17:56:58,0,,,2024-10-24 17:57:01,Expecting value: line 1 column 1 (char 0)
803,Meta Trader 4 Signals (Free),,2024-10-24 18:00:10,0,,,,Expecting value: line 1 column 1 (char 0)
804,Meta Trader 4 Signals (Free),,2024-10-24 18:00:53,0,,,,Expecting value: line 1 column 1 (char 0)
805,ICT OFFICIAL ACADEMY,"EURCAD hold 
XAUUSD 180+
GBPUSD 40+
GBPCAD 45+
GBPNZD 70+
EURCAD hold 
EURUSD hold 



Today we have booked 335+pips",2024-10-24 18:01:16,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": [""180+"", ""40+""], ""stopLoss"": null, ""takeProfit"": null}",,,
806,Meta Trader 4 Signals (Free),"Wait & Strike at the right Moment! 🦅

GOLD SHORTS RUNNING 130 PIPS! ⚡️ Collect/Secure !

Alhamdulillah",2024-10-24 18:01:20,0,,,2024-10-24 18:01:23,Expecting value: line 1 column 1 (char 0)
807,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:01:42,0,,,2024-10-24 18:01:47,Expecting value: line 1 column 1 (char 0)
808,ICT OFFICIAL ACADEMY,"XAUUSD 180+
GBPUSD 40+
GBPCAD 45+
GBPNZD 70+
EURCAD hold 
EURUSD hold 



Today we have booked 335+pips",2024-10-24 18:01:47,1,"{""symbol"": [""XAUUSD"", ""GBPUSD"", ""GBPCAD"", ""GBNZD"", ""EURCAD""], ""signal"": null, ""price"": [180, 40, 45, 70], ""stopLoss"": null, ""takeProfit"": null}",,,
809,VANTAGE FOREX SIGNALS OFFICIAL,"I LOVE GOLD !! WATERFALL 🏄‍♂️

✅GOLD HIT TP1

Collect the profits now or set breakeven if you are holding some position ✔️",2024-10-24 18:01:50,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 18:01:53,
810,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:01:53,0,,,,Expecting value: line 1 column 1 (char 0)
811,VANTAGE FOREX SIGNALS OFFICIAL,"HYE!!! Gold waterfall until inner core of earth, breaks all the roadblock 🪂🪂🪂

✅GOLD HIT TP1
✅GOLD HIT TP2

please collect the profit now or you guys can hold with Breakeven ✔️",2024-10-24 18:01:55,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": [null]}",,,
812,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:01:58,0,,,,Expecting value: line 1 column 1 (char 0)
813,VANTAGE FOREX SIGNALS OFFICIAL,"I LOVE GOLD !! WATERFALL 🏄‍♂️

✅GOLD HIT TP1

Collect the profits now or set breakeven if you are holding some position ✔️",2024-10-24 18:02:13,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": 0}",,2024-10-24 18:02:16,
814,Meta Trader 4 Signals (Free),"Wait & Strike at the right Moment! 🦅

GOLD SHORTS RUNNING 130 PIPS! ⚡️ Collect/Secure !

Alhamdulillah",2024-10-24 18:02:16,0,,,2024-10-24 18:02:20,Expecting value: line 1 column 1 (char 0)
815,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:02:20,0,,,,Expecting value: line 1 column 1 (char 0)
816,VANTAGE FOREX SIGNALS OFFICIAL,"HYE!!! Gold waterfall until inner core of earth, breaks all the roadblock 🪂🪂🪂

✅GOLD HIT TP1
✅GOLD HIT TP2

please collect the profit now or you guys can hold with Breakeven ✔️",2024-10-24 18:02:22,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": [null, null]}",,,
817,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:02:25,0,,,,Expecting value: line 1 column 1 (char 0)
818,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:02:27,0,,,2024-10-24 18:02:32,Expecting value: line 1 column 1 (char 0)
819,ICT OFFICIAL ACADEMY,"XAUUSD 180+
GBPUSD 40+
GBPCAD 45+
GBPNZD 70+
EURCAD hold 
EURUSD hold 



Today we have booked 335+pips",2024-10-24 18:02:32,0,,,,"Expecting ',' delimiter: line 6 column 22 (char 177)"
820,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:02:35,0,,,,Expecting value: line 1 column 1 (char 0)
821,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:02:38,0,,,,Expecting value: line 1 column 1 (char 0)
822,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-24 18:02:40,0,,,2024-10-24 18:02:43,Expecting value: line 1 column 1 (char 0)
823,VANTAGE FOREX SIGNALS OFFICIAL,"✅GOLD HIT TP2

please collect the profit now or you guys can hold with Breakeven ✔️",2024-10-24 18:02:43,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": 2}",,,
824,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 18:02:46,0,,,2024-10-24 18:02:49,Expecting value: line 1 column 1 (char 0)
825,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 18:02:59,0,,,,Expecting value: line 1 column 1 (char 0)
826,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-24 18:03:01,0,,,,Expecting value: line 1 column 1 (char 0)
827,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:03:04,0,,,,Expecting value: line 1 column 1 (char 0)
828,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:03:07,0,,,,Expecting value: line 1 column 1 (char 0)
829,VANTAGE FOREX SIGNALS OFFICIAL,"✅GOLD HIT TP2

please collect the profit now or you guys can hold with Breakeven ✔️",2024-10-24 18:03:09,1,"{""symbol"": ""XAUUSD"", ""signal"": ""TP"", ""price"": null, ""stopLoss"": null, ""takeProfit"": ""2""}",,2024-10-24 18:03:12,
830,ICT OFFICIAL ACADEMY,"discount offer 
I would like to welcome everyone, *those who want to join our Team then 
both family vip group fee only 

39$ FOR LIFE TIME
prop firm 50% discount 

MANY people purpose me for  discount offer
  this offer valid 5 hour⛹🏾👈👈👈👈
then no discount 
If you want to verify our work then scrol up if you will setisfied then join us otherwise live with us till your mind set be clear.
After joining paid group if you loss  from my signal then your payment will be refund..

More details contact us
Telegram     @ICTADMIN1
WhatsApp    +923081174684",2024-10-24 18:03:12,0,,,,Expecting value: line 1 column 1 (char 0)
831,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,STOP LOSS TAKEN,2024-10-24 18:09:59,0,,,2024-10-24 18:10:04,Expecting value: line 1 column 1 (char 0)
832,GBPUSD FX SIGNALS(firepips signal,"WOHOOO! 50pips WaterFALL 😋

Secure half and set BE to hold!",2024-10-24 18:10:04,0,,,2024-10-24 18:10:08,Expecting value: line 1 column 1 (char 0)
833,GBPUSD FX SIGNALS(firepips signal,BOOM! Gold Smash TP and Waterfalls 70pips ✅,2024-10-24 18:10:08,0,,,2024-10-24 18:10:11,Expecting value: line 1 column 1 (char 0)
834,GBPUSD FX SIGNALS(firepips signal,BOOM! Gold Smash TP and Waterfalls 70pips ✅,2024-10-24 18:10:13,0,,,,Expecting value: line 1 column 1 (char 0)
835,GBPUSD FX SIGNALS(firepips signal,"WOHOOO! 50pips WaterFALL 😋

Secure half and set BE to hold!",2024-10-24 18:10:16,0,,,,Expecting value: line 1 column 1 (char 0)
836,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,STOP LOSS TAKEN,2024-10-24 18:10:19,0,,,,Expecting value: line 1 column 1 (char 0)
837,GBPUSD FX SIGNALS(firepips signal,"#GOLD #SELL HIT #𝐓𝐏 2     💥💥💥

#BOOK 70 P𝐈𝐏𝐒 #𝐏𝐑𝐎𝐅𝐈𝐓  🔥🔥🔥



ENJOY YOUR  PROFIT  📈 👍🙌🙌🙌",2024-10-24 18:11:32,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 18:11:35,
838,GBPUSD FX SIGNALS(firepips signal,"#GOLD #SELL HIT #𝐓𝐏 2     💥💥💥

#BOOK 70 P𝐈𝐏𝐒 #𝐏𝐑𝐎𝐅𝐈𝐓  🔥🔥🔥



ENJOY YOUR  PROFIT  📈 👍🙌🙌🙌",2024-10-24 18:11:48,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 18:11:51,
839,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:17:13,0,,,,Expecting value: line 1 column 1 (char 0)
840,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:17:18,0,,,,Expecting value: line 1 column 1 (char 0)
841,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:17:20,0,,,2024-10-24 18:17:23,Expecting value: line 1 column 1 (char 0)
842,VANTAGE FOREX SIGNALS OFFICIAL,"Hit TP scalping, I know you hit it. 

Remember, king is rocking this gold. 20 pips now settled. Close half profits!",2024-10-24 18:17:23,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
843,ICT OFFICIAL ACADEMY,"discount offer 
I would like to welcome everyone, *those who want to join our Team then 
both family vip group fee only 

39$ FOR LIFE TIME
prop firm 50% discount 

MANY people purpose me for  discount offer
  this offer valid 5 hour⛹🏾👈👈👈👈
then no discount 
If you want to verify our work then scrol up if you will setisfied then join us otherwise live with us till your mind set be clear.
After joining paid group if you loss  from my signal then your payment will be refund..

More details contact us
Telegram     @ICTADMIN1
WhatsApp    +923081174684",2024-10-24 18:17:33,1,null,,2024-10-24 18:17:36,
844,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:17:59,0,,,2024-10-24 18:18:04,Expecting value: line 1 column 1 (char 0)
845,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:18:04,0,,,2024-10-24 18:18:08,Expecting value: line 1 column 1 (char 0)
846,VANTAGE FOREX SIGNALS OFFICIAL,"Hit TP scalping, I know you hit it. 

Remember, king is rocking this gold. 20 pips now settled. Close half profits!",2024-10-24 18:18:08,0,,,2024-10-24 18:18:11,Expecting value: line 1 column 1 (char 0)
847,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:18:11,0,,,2024-10-24 18:18:18,Expecting value: line 1 column 1 (char 0)
848,GBPUSD FX SIGNALS(firepips signal,"GBPUSD  SELL  @1.29800

SL 1.29970

TP 1.29500",2024-10-24 18:19:13,1,"{""symbol"": ""GBPUSD"", ""signal"": ""sell"", ""price"": [1.298], ""stopLoss"": 1.2997, ""takeProfit"": 1.295}",,,
849,ICT IS SMC TRADING STRATEGY,"https://www.tradingview.com/x/VIdnj3Fs/

xauusd +107 pips profit plz hold trade",2024-10-24 18:19:59,0,,,,Expecting value: line 1 column 1 (char 0)
850,GBPUSD FX SIGNALS(firepips signal,"GBPUSD  SELL  @1.29800

SL 1.29970

TP 1.29500",2024-10-24 18:20:03,1,"{""symbol"": ""GBPUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": 1.2997, ""takeProfit"": 1.295}",,2024-10-24 18:20:06,
851,ICT IS SMC TRADING STRATEGY,"https://www.tradingview.com/x/VIdnj3Fs/

xauusd +107 pips profit plz hold trade",2024-10-24 18:20:13,0,,,2024-10-24 18:20:16,Expecting value: line 1 column 1 (char 0)
852,GBPUSD FX SIGNALS(firepips signal,,2024-10-24 18:20:58,0,,,2024-10-24 18:21:01,Expecting value: line 1 column 1 (char 0)
853,GBPUSD FX SIGNALS(firepips signal,"Hit TP scalping, I know you hit it. 

Remember, king is rocking this gold. 90pips now settled. Close half profits!",2024-10-24 18:21:01,0,,,2024-10-24 18:21:04,Expecting value: line 1 column 1 (char 0)
854,GBPUSD FX SIGNALS(firepips signal,,2024-10-24 18:21:13,0,,,2024-10-24 18:21:17,Expecting value: line 1 column 1 (char 0)
855,GBPUSD FX SIGNALS(firepips signal,"Hit TP scalping, I know you hit it. 

Remember, king is rocking this gold. 90pips now settled. Close half profits!",2024-10-24 18:21:17,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 18:21:20,
856,Forex Signal Factory (free),"gold sell now @ 2728-2731

sl:2734

tp1:2726
tp2:2724

entry slowly & use proper mm !",2024-10-24 18:23:04,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": [2728, 2731], ""stopLoss"": 2734, ""takeProfit"": [2726, 2724]}",,,
857,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:23:07,0,,,2024-10-24 18:23:11,Expecting value: line 1 column 1 (char 0)
858,VANTAGE FOREX SIGNALS OFFICIAL,"TP max 60 pips, miss ah you guys if you don't follow.

King eat alone, did you have one with king?",2024-10-24 18:23:12,0,,,2024-10-24 18:23:15,Expecting value: line 1 column 1 (char 0)
859,Forex Signal Factory (free),"gold sell now @ 2728-2731

sl:2734

tp1:2726
tp2:2724

entry slowly & use proper mm !",2024-10-24 18:23:13,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2728, 2731], ""stopLoss"": 2734, ""takeProfit"": [2726, 2724]}",,,
860,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:23:15,0,,,,Expecting value: line 1 column 1 (char 0)
861,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:23:16,0,,,,Expecting value: line 1 column 1 (char 0)
862,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 18:23:18,0,,,,Expecting value: line 1 column 1 (char 0)
863,VANTAGE FOREX SIGNALS OFFICIAL,"TP max 60 pips, miss ah you guys if you don't follow.

King eat alone, did you have one with king?",2024-10-24 18:23:20,0,,,2024-10-24 18:23:23,Expecting value: line 1 column 1 (char 0)
864,GBPUSD FX SIGNALS(firepips signal,"#GOLD #SELL HIT #𝐓𝐏 3     💥💥💥

#BOOK 120P𝐈𝐏𝐒 #𝐏𝐑𝐎𝐅𝐈𝐓  🔥🔥🔥



ENJOY YOUR  PROFIT  📈 👍🙌🙌🙌",2024-10-24 18:25:04,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 18:25:07,
